تاریخ,تاریخ شمسی,قیمت فروش,درصد
2018-03-21,1397-01-01,4773,-
2018-03-22,1397-01-02,4773,0.0%
2018-03-23,1397-01-03,4773,0.0%
2018-03-24,1397-01-04,4773,0.0%
2018-03-25,1397-01-05,4773,0.0%
2018-03-26,1397-01-06,4773,0.0%
2018-03-27,1397-01-07,4773,0.0%
2018-03-28,1397-01-08,4773,0.0%
2018-03-29,1397-01-09,4773,0.0%
2018-03-30,1397-01-10,4773,0.0%
2018-03-31,1397-01-11,4773,0.0%
2018-04-01,1397-01-12,4773,0.0%
2018-04-02,1397-01-13,4773,0.0%
2018-04-03,1397-01-14,5120,7.3%
2018-04-04,1397-01-15,5120,0.0%
2018-04-05,1397-01-16,5130,0.2%
2018-04-06,1397-01-17,5130,0.0%
2018-04-07,1397-01-18,5280,2.9%
2018-04-08,1397-01-19,5750,8.9%
2018-04-09,1397-01-20,6100,6.1%
2018-04-10,1397-01-21,6100,0.0%
2018-04-11,1397-01-22,6100,0.0%
2018-04-12,1397-01-23,5500,-9.8%
2018-04-13,1397-01-24,5500,0.0%
2018-04-14,1397-01-25,5500,0.0%
2018-04-15,1397-01-26,5600,1.8%
2018-04-16,1397-01-27,5650,0.9%
2018-04-17,1397-01-28,5650,0.0%
2018-04-18,1397-01-29,5800,2.7%
2018-04-19,1397-01-30,5800,0.0%
2018-04-20,1397-01-31,5800,0.0%
2018-04-21,1397-02-01,5600,-3.4%
2018-04-22,1397-02-02,5600,0.0%
2018-04-23,1397-02-03,5600,0.0%
2018-04-24,1397-02-04,5600,0.0%
2018-04-25,1397-02-05,5600,0.0%
2018-04-26,1397-02-06,5650,0.9%
2018-04-27,1397-02-07,5650,0.0%
2018-04-28,1397-02-08,5680,0.5%
2018-04-29,1397-02-09,5700,0.4%
2018-04-30,1397-02-10,5750,0.9%
2018-05-01,1397-02-11,6050,5.2%
2018-05-02,1397-02-12,6050,0.0%
2018-05-03,1397-02-13,6140,1.5%
2018-05-04,1397-02-14,6140,0.0%
2018-05-05,1397-02-15,6400,4.2%
2018-05-06,1397-02-16,6780,5.9%
2018-05-07,1397-02-17,6500,-4.1%
2018-05-08,1397-02-18,6450,-0.8%
2018-05-09,1397-02-19,6730,4.3%
2018-05-10,1397-02-20,6630,-1.5%
2018-05-11,1397-02-21,6630,0.0%
2018-05-12,1397-02-22,6650,0.3%
2018-05-13,1397-02-23,6550,-1.5%
2018-05-14,1397-02-24,6400,-2.3%
2018-05-15,1397-02-25,6400,0.0%
2018-05-16,1397-02-26,6300,-1.6%
2018-05-17,1397-02-27,6340,0.6%
2018-05-18,1397-02-28,6340,0.0%
2018-05-19,1397-02-29,6250,-1.4%
2018-05-20,1397-02-30,6220,-0.5%
2018-05-21,1397-02-31,6400,2.9%
2018-05-22,1397-03-01,6420,0.3%
2018-05-23,1397-03-02,6380,-0.6%
2018-05-24,1397-03-03,6380,0.0%
2018-05-25,1397-03-04,6380,0.0%
2018-05-26,1397-03-05,6380,0.0%
2018-05-27,1397-03-06,6420,0.6%
2018-05-28,1397-03-07,6420,0.0%
2018-05-29,1397-03-08,6500,1.2%
2018-05-30,1397-03-09,6510,0.2%
2018-05-31,1397-03-10,6500,-0.2%
2018-06-01,1397-03-11,6500,0.0%
2018-06-02,1397-03-12,6450,-0.8%
2018-06-03,1397-03-13,6450,0.0%
2018-06-04,1397-03-14,6450,0.0%
2018-06-05,1397-03-15,6450,0.0%
2018-06-06,1397-03-16,6450,0.0%
2018-06-07,1397-03-17,6520,1.1%
2018-06-08,1397-03-18,6520,0.0%
2018-06-09,1397-03-19,6530,0.2%
2018-06-10,1397-03-20,6700,2.6%
2018-06-11,1397-03-21,6900,3.0%
2018-06-12,1397-03-22,7200,4.3%
2018-06-13,1397-03-23,7250,0.7%
2018-06-14,1397-03-24,7000,-3.4%
2018-06-15,1397-03-25,7000,0.0%
2018-06-16,1397-03-26,7000,0.0%
2018-06-17,1397-03-27,7100,1.4%
2018-06-18,1397-03-28,7130,0.4%
2018-06-19,1397-03-29,7250,1.7%
2018-06-20,1397-03-30,7330,1.1%
2018-06-21,1397-03-31,7550,3.0%
2018-06-22,1397-04-01,7550,0.0%
2018-06-23,1397-04-02,7800,3.3%
2018-06-24,1397-04-03,9000,15.4%
2018-06-25,1397-04-04,8600,-4.4%
2018-06-26,1397-04-05,7950,-7.6%
2018-06-27,1397-04-06,7900,-0.6%
2018-06-28,1397-04-07,8500,7.6%
2018-06-29,1397-04-08,8500,0.0%
2018-06-30,1397-04-09,8000,-5.9%
2018-07-01,1397-04-10,8300,3.8%
2018-07-02,1397-04-11,8360,0.7%
2018-07-03,1397-04-12,8300,-0.7%
2018-07-04,1397-04-13,8100,-2.4%
2018-07-05,1397-04-14,7950,-1.9%
2018-07-06,1397-04-15,7950,0.0%
2018-07-07,1397-04-16,8120,2.1%
2018-07-08,1397-04-17,8100,-0.2%
2018-07-09,1397-04-18,8100,0.0%
2018-07-10,1397-04-19,8000,-1.2%
2018-07-11,1397-04-20,7830,-2.1%
2018-07-12,1397-04-21,7910,1.0%
2018-07-13,1397-04-22,7910,0.0%
2018-07-14,1397-04-23,8000,1.1%
2018-07-15,1397-04-24,8250,3.1%
2018-07-16,1397-04-25,8050,-2.4%
2018-07-17,1397-04-26,8170,1.5%
2018-07-18,1397-04-27,8200,0.4%
2018-07-19,1397-04-28,8350,1.8%
2018-07-20,1397-04-29,8350,0.0%
2018-07-21,1397-04-30,8500,1.8%
2018-07-22,1397-04-31,9050,6.5%
2018-07-23,1397-05-01,9500,5.0%
2018-07-24,1397-05-02,9500,0.0%
2018-07-25,1397-05-03,9300,-2.1%
2018-07-26,1397-05-04,9300,0.0%
2018-07-27,1397-05-05,9300,0.0%
2018-07-28,1397-05-06,9800,5.4%
2018-07-29,1397-05-07,11200,14.3%
2018-07-30,1397-05-08,11900,6.3%
2018-07-31,1397-05-09,10700,-10.1%
2018-08-01,1397-05-10,10650,-0.5%
2018-08-02,1397-05-11,10700,0.5%
2018-08-03,1397-05-12,10700,0.0%
2018-08-04,1397-05-13,10300,-3.7%
2018-08-05,1397-05-14,9850,-4.4%
2018-08-06,1397-05-15,9600,-2.5%
2018-08-07,1397-05-16,9400,-2.1%
2018-08-08,1397-05-17,9950,5.9%
2018-08-09,1397-05-18,10600,6.5%
2018-08-10,1397-05-19,10600,0.0%
2018-08-11,1397-05-20,10550,-0.5%
2018-08-12,1397-05-21,10400,-1.4%
2018-08-13,1397-05-22,10500,1.0%
2018-08-14,1397-05-23,10700,1.9%
2018-08-15,1397-05-24,10620,-0.7%
2018-08-16,1397-05-25,10540,-0.8%
2018-08-17,1397-05-26,10540,0.0%
2018-08-18,1397-05-27,10470,-0.7%
2018-08-19,1397-05-28,10430,-0.4%
2018-08-20,1397-05-29,10510,0.8%
2018-08-21,1397-05-30,10600,0.9%
2018-08-22,1397-05-31,10600,0.0%
2018-08-23,1397-06-01,10540,-0.6%
2018-08-24,1397-06-02,10540,0.0%
2018-08-25,1397-06-03,10480,-0.6%
2018-08-26,1397-06-04,10550,0.7%
2018-08-27,1397-06-05,10750,1.9%
2018-08-28,1397-06-06,10920,1.6%
2018-08-29,1397-06-07,10960,0.4%
2018-08-30,1397-06-08,10960,0.0%
2018-08-31,1397-06-09,10960,0.0%
2018-09-01,1397-06-10,11200,2.2%
2018-09-02,1397-06-11,11750,4.9%
2018-09-03,1397-06-12,13000,10.6%
2018-09-04,1397-06-13,13850,6.5%
2018-09-05,1397-06-14,14000,1.1%
2018-09-06,1397-06-15,13700,-2.1%
2018-09-07,1397-06-16,13700,0.0%
2018-09-08,1397-06-17,13100,-4.4%
2018-09-09,1397-06-18,12720,-2.9%
2018-09-10,1397-06-19,13700,7.7%
2018-09-11,1397-06-20,13800,0.7%
2018-09-12,1397-06-21,13700,-0.7%
2018-09-13,1397-06-22,13820,0.9%
2018-09-14,1397-06-23,13820,0.0%
2018-09-15,1397-06-24,13760,-0.4%
2018-09-16,1397-06-25,14300,3.9%
2018-09-17,1397-06-26,14350,0.3%
2018-09-18,1397-06-27,14530,1.3%
2018-09-19,1397-06-28,14530,0.0%
2018-09-20,1397-06-29,14530,0.0%
2018-09-21,1397-06-30,14530,0.0%
2018-09-22,1397-06-31,14500,-0.2%
2018-09-23,1397-07-01,14900,2.8%
2018-09-24,1397-07-02,16000,7.4%
2018-09-25,1397-07-03,17000,6.3%
2018-09-26,1397-07-04,19000,11.8%
2018-09-27,1397-07-05,17700,-6.8%
2018-09-28,1397-07-06,17700,0.0%
2018-09-29,1397-07-07,17500,-1.1%
2018-09-30,1397-07-08,17200,-1.7%
2018-10-01,1397-07-09,15650,-9.0%
2018-10-02,1397-07-10,15000,-4.2%
2018-10-03,1397-07-11,14700,-2.0%
2018-10-04,1397-07-12,14100,-4.1%
2018-10-05,1397-07-13,14100,0.0%
2018-10-06,1397-07-14,13350,-5.3%
2018-10-07,1397-07-15,13400,0.4%
2018-10-08,1397-07-16,14200,6.0%
2018-10-09,1397-07-17,14950,5.3%
2018-10-10,1397-07-18,14700,-1.7%
2018-10-11,1397-07-19,14500,-1.4%
2018-10-12,1397-07-20,14500,0.0%
2018-10-13,1397-07-21,14200,-2.1%
2018-10-14,1397-07-22,13800,-2.8%
2018-10-15,1397-07-23,14150,2.5%
2018-10-16,1397-07-24,14250,0.7%
2018-10-17,1397-07-25,14000,-1.8%
2018-10-18,1397-07-26,13950,-0.4%
2018-10-19,1397-07-27,13950,0.0%
2018-10-20,1397-07-28,13600,-2.5%
2018-10-21,1397-07-29,14000,2.9%
2018-10-22,1397-07-30,14000,0.0%
2018-10-23,1397-08-01,13850,-1.1%
2018-10-24,1397-08-02,13800,-0.4%
2018-10-25,1397-08-03,13800,0.0%
2018-10-26,1397-08-04,13800,0.0%
2018-10-27,1397-08-05,14200,2.9%
2018-10-28,1397-08-06,14550,2.5%
2018-10-29,1397-08-07,14800,1.7%
2018-10-30,1397-08-08,14800,0.0%
2018-10-31,1397-08-09,15250,3.0%
2018-11-01,1397-08-10,14450,-5.2%
2018-11-02,1397-08-11,14450,0.0%
2018-11-03,1397-08-12,14450,0.0%
2018-11-04,1397-08-13,14900,3.1%
2018-11-05,1397-08-14,14850,-0.3%
2018-11-06,1397-08-15,14650,-1.3%
2018-11-07,1397-08-16,14650,0.0%
2018-11-08,1397-08-17,14650,0.0%
2018-11-09,1397-08-18,14650,0.0%
2018-11-10,1397-08-19,14400,-1.7%
2018-11-11,1397-08-20,14050,-2.4%
2018-11-12,1397-08-21,13850,-1.4%
2018-11-13,1397-08-22,13500,-2.5%
2018-11-14,1397-08-23,13000,-3.7%
2018-11-15,1397-08-24,12550,-3.5%
2018-11-16,1397-08-25,12550,0.0%
2018-11-17,1397-08-26,12950,3.2%
2018-11-18,1397-08-27,13500,4.2%
2018-11-19,1397-08-28,13150,-2.6%
2018-11-20,1397-08-29,13200,0.4%
2018-11-21,1397-08-30,13100,-0.8%
2018-11-22,1397-09-01,12800,-2.3%
2018-11-23,1397-09-02,12800,0.0%
2018-11-24,1397-09-03,12700,-0.8%
2018-11-25,1397-09-04,12700,0.0%
2018-11-26,1397-09-05,12500,-1.6%
2018-11-27,1397-09-06,12200,-2.4%
2018-11-28,1397-09-07,11600,-4.9%
2018-11-29,1397-09-08,11700,0.9%
2018-11-30,1397-09-09,11700,0.0%
2018-12-01,1397-09-10,11500,-1.7%
2018-12-02,1397-09-11,12200,6.1%
2018-12-03,1397-09-12,11600,-4.9%
2018-12-04,1397-09-13,11700,0.9%
2018-12-05,1397-09-14,11600,-0.9%
2018-12-06,1397-09-15,11800,1.7%
2018-12-07,1397-09-16,11800,0.0%
2018-12-08,1397-09-17,11700,-0.8%
2018-12-09,1397-09-18,11400,-2.6%
2018-12-10,1397-09-19,11100,-2.6%
2018-12-11,1397-09-20,10600,-4.5%
2018-12-12,1397-09-21,10550,-0.5%
2018-12-13,1397-09-22,10750,1.9%
2018-12-14,1397-09-23,10750,0.0%
2018-12-15,1397-09-24,10350,-3.7%
2018-12-16,1397-09-25,10250,-1.0%
2018-12-17,1397-09-26,10300,0.5%
2018-12-18,1397-09-27,10300,0.0%
2018-12-19,1397-09-28,10300,0.0%
2018-12-20,1397-09-29,10350,0.5%
2018-12-21,1397-09-30,10350,0.0%
2018-12-22,1397-10-01,10400,0.5%
2018-12-23,1397-10-02,10600,1.9%
2018-12-24,1397-10-03,10750,1.4%
2018-12-25,1397-10-04,12000,11.6%
2018-12-26,1397-10-05,11800,-1.7%
2018-12-27,1397-10-06,11350,-3.8%
2018-12-28,1397-10-07,11350,0.0%
2018-12-29,1397-10-08,11000,-3.1%
2018-12-30,1397-10-09,11200,1.8%
2018-12-31,1397-10-10,11400,1.8%
2019-01-01,1397-10-11,11200,-1.8%
2019-01-02,1397-10-12,11000,-1.8%
2019-01-03,1397-10-13,11200,1.8%
2019-01-04,1397-10-14,11200,0.0%
2019-01-05,1397-10-15,11000,-1.8%
2019-01-06,1397-10-16,11000,0.0%
2019-01-07,1397-10-17,11350,3.2%
2019-01-08,1397-10-18,11300,-0.4%
2019-01-09,1397-10-19,11300,0.0%
2019-01-10,1397-10-20,11500,1.8%
2019-01-11,1397-10-21,11500,0.0%
2019-01-12,1397-10-22,12000,4.3%
2019-01-13,1397-10-23,11600,-3.3%
2019-01-14,1397-10-24,11600,0.0%
2019-01-15,1397-10-25,11700,0.9%
2019-01-16,1397-10-26,11900,1.7%
2019-01-17,1397-10-27,11900,0.0%
2019-01-18,1397-10-28,11900,0.0%
2019-01-19,1397-10-29,11900,0.0%
2019-01-20,1397-10-30,12200,2.5%
2019-01-21,1397-11-01,12200,0.0%
2019-01-22,1397-11-02,12000,-1.6%
2019-01-23,1397-11-03,12000,0.0%
2019-01-24,1397-11-04,12000,0.0%
2019-01-25,1397-11-05,12000,0.0%
2019-01-26,1397-11-06,12200,1.7%
2019-01-27,1397-11-07,12300,0.8%
2019-01-28,1397-11-08,12300,0.0%
2019-01-29,1397-11-09,12500,1.6%
2019-01-30,1397-11-10,12200,-2.4%
2019-01-31,1397-11-11,12200,0.0%
2019-02-01,1397-11-12,12200,0.0%
2019-02-02,1397-11-13,11300,-7.4%
2019-02-03,1397-11-14,11700,3.5%
2019-02-04,1397-11-15,11900,1.7%
2019-02-05,1397-11-16,12200,2.5%
2019-02-06,1397-11-17,12150,-0.4%
2019-02-07,1397-11-18,12100,-0.4%
2019-02-08,1397-11-19,12100,0.0%
2019-02-09,1397-11-20,12100,0.0%
2019-02-10,1397-11-21,12250,1.2%
2019-02-11,1397-11-22,12250,0.0%
2019-02-12,1397-11-23,12250,0.0%
2019-02-13,1397-11-24,12450,1.6%
2019-02-14,1397-11-25,12300,-1.2%
2019-02-15,1397-11-26,12300,0.0%
2019-02-16,1397-11-27,12400,0.8%
2019-02-17,1397-11-28,12700,2.4%
2019-02-18,1397-11-29,13100,3.1%
2019-02-19,1397-11-30,13300,1.5%
2019-02-20,1397-12-01,13850,4.1%
2019-02-21,1397-12-02,13550,-2.2%
2019-02-22,1397-12-03,13550,0.0%
2019-02-23,1397-12-04,13800,1.8%
2019-02-24,1397-12-05,13950,1.1%
2019-02-25,1397-12-06,13650,-2.2%
2019-02-26,1397-12-07,13750,0.7%
2019-02-27,1397-12-08,13600,-1.1%
2019-02-28,1397-12-09,13550,-0.4%
2019-03-01,1397-12-10,13550,0.0%
2019-03-02,1397-12-11,13650,0.7%
2019-03-03,1397-12-12,13350,-2.2%
2019-03-04,1397-12-13,12950,-3.0%
2019-03-05,1397-12-14,13450,3.9%
2019-03-06,1397-12-15,13300,-1.1%
2019-03-07,1397-12-16,13250,-0.4%
2019-03-08,1397-12-17,13250,0.0%
2019-03-09,1397-12-18,13350,0.8%
2019-03-10,1397-12-19,13200,-1.1%
2019-03-11,1397-12-20,13100,-0.8%
2019-03-12,1397-12-21,13000,-0.8%
2019-03-13,1397-12-22,13300,2.3%
2019-03-14,1397-12-23,13300,0.0%
2019-03-15,1397-12-24,13300,0.0%
2019-03-16,1397-12-25,13150,-1.1%
2019-03-17,1397-12-26,13050,-0.8%
2019-03-18,1397-12-27,13250,1.5%
2019-03-19,1397-12-28,13500,1.9%
2019-03-20,1397-12-29,13500,0.0%
2019-03-21,1398-01-01,13500,0.0%
2019-03-22,1398-01-02,13500,0.0%
2019-03-23,1398-01-03,13500,0.0%
2019-03-24,1398-01-04,13500,0.0%
2019-03-25,1398-01-05,13350,-1.1%
2019-03-26,1398-01-06,13400,0.4%
2019-03-27,1398-01-07,13650,1.9%
2019-03-28,1398-01-08,13550,-0.7%
2019-03-29,1398-01-09,13550,0.0%
2019-03-30,1398-01-10,13450,-0.7%
2019-03-31,1398-01-11,13600,1.1%
2019-04-01,1398-01-12,13600,0.0%
2019-04-02,1398-01-13,13600,0.0%
2019-04-03,1398-01-14,13600,0.0%
2019-04-04,1398-01-15,13500,-0.7%
2019-04-05,1398-01-16,13500,0.0%
2019-04-06,1398-01-17,13600,0.7%
2019-04-07,1398-01-18,13800,1.5%
2019-04-08,1398-01-19,14350,4.0%
2019-04-09,1398-01-20,14350,0.0%
2019-04-10,1398-01-21,14000,-2.4%
2019-04-11,1398-01-22,13950,-0.4%
2019-04-12,1398-01-23,13950,0.0%
2019-04-13,1398-01-24,13850,-0.7%
2019-04-14,1398-01-25,13800,-0.4%
2019-04-15,1398-01-26,13900,0.7%
2019-04-16,1398-01-27,13650,-1.8%
2019-04-17,1398-01-28,13700,0.4%
2019-04-18,1398-01-29,13700,0.0%
2019-04-19,1398-01-30,13700,0.0%
2019-04-20,1398-01-31,13700,0.0%
2019-04-21,1398-02-01,13700,0.0%
2019-04-22,1398-02-02,14050,2.6%
2019-04-23,1398-02-03,14000,-0.4%
2019-04-24,1398-02-04,14150,1.1%
2019-04-25,1398-02-05,14150,0.0%
2019-04-26,1398-02-06,14150,0.0%
2019-04-27,1398-02-07,14350,1.4%
2019-04-28,1398-02-08,14400,0.3%
2019-04-29,1398-02-09,14400,0.0%
2019-04-30,1398-02-10,14350,-0.3%
2019-05-01,1398-02-11,14600,1.7%
2019-05-02,1398-02-12,14700,0.7%
2019-05-03,1398-02-13,14700,0.0%
2019-05-04,1398-02-14,14950,1.7%
2019-05-05,1398-02-15,14800,-1.0%
2019-05-06,1398-02-16,15050,1.7%
2019-05-07,1398-02-17,15300,1.7%
2019-05-08,1398-02-18,15500,1.3%
2019-05-09,1398-02-19,15650,1.0%
2019-05-10,1398-02-20,15650,0.0%
2019-05-11,1398-02-21,15200,-2.9%
2019-05-12,1398-02-22,14900,-2.0%
2019-05-13,1398-02-23,15100,1.3%
2019-05-14,1398-02-24,15200,0.7%
2019-05-15,1398-02-25,14900,-2.0%
2019-05-16,1398-02-26,14750,-1.0%
2019-05-17,1398-02-27,14750,0.0%
2019-05-18,1398-02-28,14650,-0.7%
2019-05-19,1398-02-29,14450,-1.4%
2019-05-20,1398-02-30,14100,-2.4%
2019-05-21,1398-02-31,14300,1.4%
2019-05-22,1398-03-01,14450,1.0%
2019-05-23,1398-03-02,14200,-1.7%
2019-05-24,1398-03-03,14200,0.0%
2019-05-25,1398-03-04,14200,0.0%
2019-05-26,1398-03-05,14250,0.4%
2019-05-27,1398-03-06,14250,0.0%
2019-05-28,1398-03-07,13750,-3.5%
2019-05-29,1398-03-08,13700,-0.4%
2019-05-30,1398-03-09,13800,0.7%
2019-05-31,1398-03-10,13800,0.0%
2019-06-01,1398-03-11,13700,-0.7%
2019-06-02,1398-03-12,13450,-1.8%
2019-06-03,1398-03-13,13350,-0.7%
2019-06-04,1398-03-14,13350,0.0%
2019-06-05,1398-03-15,13350,0.0%
2019-06-06,1398-03-16,13350,0.0%
2019-06-07,1398-03-17,13350,0.0%
2019-06-08,1398-03-18,13150,-1.5%
2019-06-09,1398-03-19,12850,-2.3%
2019-06-10,1398-03-20,13200,2.7%
2019-06-11,1398-03-21,13150,-0.4%
2019-06-12,1398-03-22,13150,0.0%
2019-06-13,1398-03-23,13650,3.8%
2019-06-14,1398-03-24,13650,0.0%
2019-06-15,1398-03-25,13600,-0.4%
2019-06-16,1398-03-26,13750,1.1%
2019-06-17,1398-03-27,13550,-1.5%
